id,first_name,gender,age,expected_years_left,total years,criminal,IQ,health,job,skill,race,university,country,drug_use,smoking,relative_bais,psychopath,no_of_dependant,no_of_pet,killer,contribution_to_humanity
334,Darbie,Female,41,26,67,0.0,100,1,Food Chemist,JSTOR,Guamanian,Université de Ouagadougou,,0,0,0,0,1.0,2.0,0,0
335,Fayth,Female,10,21,31,0.0,109,1,Health Coach III,,Guamanian,Université de Bouaké,,Seldom,Once,0,0,11.0,4.0,0,0
336,Rourke,Male,31,50,81,1.0,112,1,,HP,Vietnamese,Nivadhana University,Thailand,0,0,0,0,9.0,4.0,0,0
337,Patty,Male,22,42,64,1.0,110,1,Pharmacist,,Chinese,,China,0,0,0,0,0.0,0.0,0,0
338,Faina,Female,49,26,75,1.0,107,0,Desktop Support Technician,Coaching,Cree,Southwest University of Science and Technology,,0,0,0,0,0.0,0.0,0,0
339,Oswald,Male,19,23,42,0.0,122,0,Staff Scientist,Student Affairs,Paraguayan,Universidad de San Carlos de Guatemala,Guatemala,0,0,0,0,0.0,8.0,0,0
340,Kellina,Female,23,46,69,0.0,123,1,Associate Professor,,Dominican (Dominican Republic),Universitas Nusa Cendana,Indonesia,0,0,0,0,3.0,0.0,0,0
341,Liesa,Female,30,38,68,0.0,116,1,Electrical Engineer,HDS,Spaniard,Walter Sisulu University for Technology and Science,South Africa,0,0,0,0,5.0,0.0,0,0
342,Palmer,Male,39,39,78,0.0,97,1,Staff Scientist,IGP,Venezuelan,,China,0,0,0,0,0.0,0.0,0,0
343,Nobe,Male,48,20,68,0.0,105,1,Assistant Manager,Retail,American Indian and Alaska Native (AIAN),Universidade de Aveiro,Portugal,0,Often,0,0,7.0,9.0,0,0
344,Brandice,Female,37,22,59,0.0,108,0,Research Nurse,Youth Marketing,Fijian,,Poland,0,Monthly,0,0,3.0,11.0,0,0
345,Rollo,Male,23,30,53,0.0,97,0,Senior Quality Engineer,Embedded Linux,Spaniard,,Angola,0,0,0,0,0.0,2.0,0,0
346,Lynelle,Female,28,19,47,0.0,108,1,VP Marketing,Safety Management Systems,Polynesian,Institut Catholique d'Arts et Métiers Lille,France,0,0,0,0,4.0,5.0,0,0
347,Ronny,Female,41,48,89,0.0,116,0,Senior Quality Engineer,Furnishings,Osage,Dominican College of Philosophy and Theology,Canada,0,0,0,0,6.0,9.0,0,0
348,Derwin,Male,31,26,57,0.0,114,1,Structural Analysis Engineer,Microcontrollers,Crow,,Indonesia,0,Weekly,0,0,0.0,0.0,0,0
349,Becky,Female,29,45,74,0.0,114,0,VP Marketing,Reactive Ion Etching,Paiute,Ursinus College,United States,0,0,0,0,0.0,4.0,0,0
350,Timmy,Male,23,41,64,0.0,118,0,Senior Developer,Operations Management,Lumbee, Huaihua University,China,0,Daily,0,1,12.0,0.0,0,0
351,Rosamund,Female,43,20,63,0.0,97,1,Help Desk Operator,Frame Relay,Native Hawaiian,Universitas Negeri Semarang,Indonesia,0,0,0,0,5.0,9.0,0,0
352,Barnabas,Male,29,19,48,0.0,109,1,Technical Writer,IICRC Certified,Pima,,United States,0,Daily,0,0,1.0,0.0,0,0
353,Ezequiel,Male,2,22,24,0.0,120,0,Programmer I,HMC,Peruvian,,Estonia,Daily,Monthly,0,0,6.0,16.0,0,0
354,Maisie,Female,39,28,67,0.0,113,0,Web Designer II,,Costa Rican,Chinhoyi University of Technology,Zimbabwe,0,Never,0,0,6.0,1.0,0,0
355,Arielle,Female,29,29,58,0.0,118,0,Marketing Assistant,ICP-MS,Micronesian,Northeastern University,,0,0,0,0,9.0,1.0,0,0
356,Lindsay,Female,40,38,78,0.0,118,1,Research Nurse,Phase II ESA,Kiowa,Schiller International University,United States,0,0,0,0,6.0,6.0,0,0
357,Lurlene,Female,27,36,63,0.0,107,0,Account Executive,Integrated Circuit Design,Central American,Ningxia University,China,Seldom,Monthly,0,0,0.0,1.0,0,0
358,Ricki,Male,34,53,87,0.0,113,1,Operator,,American Indian,,,0,0,0,0,3.0,3.0,0,0
359,Dasi,Female,46,24,70,0.0,115,1,Actuary,Economic Policy,Spaniard,Stie Perbanas Surabaya,Indonesia,0,0,0,1,8.0,5.0,0,0
360,Lynda,Female,44,15,59,0.0,124,0,Media Manager I,,Blackfeet,Walailak University,,0,Often,1,0,1.0,3.0,0,0
361,Neely,Female,31,30,61,0.0,107,1,Analog Circuit Design manager,FFT,Yaqui,,Portugal,0,0,0,0,2.0,0.0,0,0
362,Bud,Male,34,26,60,0.0,101,1,Research Associate,RED MX,Osage,Beijing University of Chemical Technology,China,0,0,0,0,0.0,0.0,0,0
363,Quintus,Male,36,61,97,0.0,81,1,Junior Executive,XML Gateway,Chippewa,Universidad Católica Madre y Maestra,Dominican Republic,Once,Seldom,0,0,0.0,14.0,0,0
364,Lydie,Female,22,28,50,0.0,101,0,Librarian,Myofascial,Choctaw,,Japan,Weekly,Daily,0,0,0.0,0.0,0,0
365,Cornela,Female,48,18,66,0.0,117,1,Structural Analysis Engineer,Routers,Cuban,Instituto Politécnico de Castelo Branco,Portugal,0,Monthly,0,0,8.0,0.0,0,0
366,Carlyle,Male,12,31,43,1.0,113,0,Senior Financial Analyst,CGI,Bangladeshi,Institute of Social Studies,Netherlands,0,Monthly,0,1,0.0,5.0,0,0
367,Mattie,Male,28,35,63,0.0,109,0,Graphic Designer,Testing Types,Blackfeet,,Indonesia,0,Once,0,0,0.0,4.0,0,0
368,Cordula,Female,31,24,55,0.0,103,0,Sales Associate,IAD,Mexican,,Indonesia,Often,0,0,0,2.0,5.0,0,0
369,Agatha,Female,27,74,101,1.0,97,0,Operator,Oracle BPEL,Melanesian,Chiang Mai Rajabhat University,,0,Weekly,0,1,0.0,0.0,0,0
370,Kally,Female,24,35,59,0.0,99,0,Civil Engineer,DVD Duplication,Taiwanese,Zhongnan University of Finance and Economics,,Yearly,Often,0,0,0.0,8.0,0,0
371,Terza,Female,17,36,53,0.0,106,1,Senior Financial Analyst,,Chickasaw,University of the Philippines Visayas - Cebu High School,Philippines,0,Never,0,0,3.0,0.0,0,0
372,Kane,Male,33,36,69,0.0,104,0,Recruiting Manager,,Yuman,"University of Shkodra ""Luigj Gurakuqi""",Albania,0,0,0,0,0.0,1.0,0,0
373,Cinda,Female,31,29,60,0.0,108,1,Design Engineer,,Chinese,Centro Universitario Ixtlahuaca,,0,0,0,0,0.0,4.0,0,0
374,Jo ann,Female,15,28,43,1.0,104,0,Financial Analyst,Jeep,Cree,,Russia,0,Daily,0,0,0.0,11.0,0,0
375,Crawford,Male,20,13,33,0.0,102,1,Safety Technician I,,Cheyenne,Heilongjiang August 1st Reclamation University,China,Yearly,0,0,0,4.0,0.0,0,0
376,Brear,Female,40,27,67,0.0,120,1,Clinical Specialist,Commercial Litigation,Argentinian,Universidad Nacional Santiago Antúnez de Mayolo,Peru,0,0,0,1,6.0,7.0,0,0
377,Meredithe,Female,41,4,45,0.0,77,0,Media Manager II,,Samoan,Universidad de Pamplona,Colombia,0,0,0,1,0.0,3.0,0,0
378,Terri,Male,27,17,44,0.0,114,1,VP Accounting,FX Derivatives,Yakama,Xi'an Academy of Fine Art,,0,0,0,0,2.0,0.0,0,0
379,Laverne,Female,28,11,39,0.0,96,0,Financial Analyst,Quality System,Cree,The CTL Eurocollege,Cyprus,0,0,0,0,0.0,3.0,0,0
380,Baryram,Male,21,26,47,0.0,109,1,Health Coach IV,Outerwear,Osage,Central University of Finance and Economics,,Once,Seldom,0,0,10.0,10.0,0,0
381,Aksel,Male,31,22,53,0.0,109,0,Technical Writer,,Alaska Native,"Universidad Técnica de Esmeraldas ""Luis Vargas Torres""",Ecuador,Never,Never,0,0,0.0,4.0,0,0
382,Jennette,Female,18,30,48,0.0,99,0,Dental Hygienist,,Central American,Auburn University,United States,Yearly,0,0,0,0.0,9.0,0,0
383,Berry,Female,34,31,65,0.0,115,1,Nuclear Power Engineer,DXX,Crow,Kyrgyz Russian Slavic University,,Monthly,0,0,0,0.0,0.0,0,0
384,Calli,Female,12,24,36,0.0,108,1,Pharmacist,ZPL,Chickasaw,Shanghai Dainji University,China,0,0,0,0,2.0,2.0,0,0
385,Conrade,Male,25,17,42,0.0,105,0,Programmer IV,ITIL Certified,Alaska Native,,Indonesia,0,0,0,0,5.0,5.0,0,0
386,Thorvald,Male,26,24,50,0.0,107,0,Electrical Engineer,Project Implementation,Chickasaw,Chengdu University of Traditional Chinese Medicine,China,0,0,0,0,5.0,1.0,0,0
387,Opalina,Female,17,33,50,0.0,95,0,Staff Scientist,Analytical Ultracentrifugation,Colville,,Bulgaria,Never,0,0,0,7.0,7.0,0,0
388,Cele,Female,13,22,35,0.0,121,0,Chemical Engineer,Veneers,Cree,Ecole Centrale de Lille,France,Monthly,0,0,0,5.0,8.0,0,0
389,Harlie,Female,25,38,63,0.0,85,1,Design Engineer,Strategy,Taiwanese,Polytechnic University of the Philippines,,0,Daily,0,0,0.0,7.0,0,0
390,Karine,Female,27,19,46,0.0,110,0,Account Representative I,eEmpact,Indonesian,,Mongolia,Daily,0,0,0,3.0,6.0,0,0
391,Amargo,Female,37,42,79,0.0,101,1,Programmer Analyst II,Online Travel,Thai,China Pharmaceutical University Nanjing,China,0,0,0,0,5.0,4.0,0,0
392,Lynnelle,Female,50,31,81,1.0,112,1,,Applied Kinesiology,Yakama,Universidade Veiga de Almeida,Brazil,Monthly,Once,0,0,2.0,10.0,0,0
393,Debbie,Female,29,32,61,0.0,96,1,General Manager,dsPIC,Ottawa,Universidad de Holguín,Cuba,0,0,0,0,5.0,0.0,0,0
394,Rosette,Female,30,40,70,0.0,102,1,Web Developer I,FX Trading,Colombian,Universidad Tecnológica del Centro,Venezuela,0,0,0,0,0.0,0.0,0,0
395,Agatha,Female,43,24,67,0.0,112,1,Assistant Manager,Blood Typing,Panamanian,Institut National Polytechnique de Grenoble,France,0,0,0,0,7.0,0.0,0,0
396,Jeannie,Female,31,28,59,0.0,93,0,Web Designer IV,,Mexican,Ecole National d'Agriculture de Meknes,Morocco,0,0,0,1,9.0,0.0,0,0
397,Ilise,Female,30,19,49,0.0,113,0,Chief Design Engineer,,Chamorro,Institut National des Postes et Télécommunications,Morocco,0,0,0,0,2.0,6.0,0,0
398,Misha,Female,29,40,69,0.0,110,0,Design Engineer,PJM,Black or African American,,Sweden,0,Seldom,0,1,2.0,0.0,0,0
399,Phelia,Female,25,21,46,0.0,105,0,,,Chilean,Aristotle University of Thessaloniki,Greece,0,0,0,0,0.0,7.0,0,0
400,Tierney,Female,19,22,41,0.0,107,1,Software Test Engineer IV,,Menominee,,Vietnam,0,Seldom,0,0,1.0,0.0,0,0
401,Loree,Female,27,39,66,0.0,98,0,Teacher,OWL,Indonesian,,Syria,0,0,0,0,0.0,6.0,0,0
402,Jillana,Female,35,31,66,0.0,106,1,Web Developer I,,Central American,Helsinki School of Economics and Business Administration,Finland,0,0,0,0,7.0,4.0,0,0
403,Babb,Female,29,9,38,0.0,123,0,Programmer Analyst III,Cardiology,Filipino,Technological University of Podillya,Ukraine,Daily,0,0,0,0.0,7.0,0,0
404,Farrah,Female,32,32,64,0.0,96,1,Actuary,SPC,Pima,Yaroslavl State University,Russia,0,0,0,0,0.0,5.0,0,0
405,Dani,Female,21,47,68,0.0,114,1,Social Worker,PVD,Japanese,,,0,0,0,0,9.0,0.0,1,0
406,Rozalie,Female,33,34,67,0.0,121,0,Design Engineer,NGL,Eskimo,"University of Gjirokstra ""Eqerem Cabej""",Albania,0,0,0,0,6.0,5.0,0,0
407,Alma,Female,27,11,38,0.0,100,0,Systems Administrator III,Ecological Restoration,Osage,Universitas Pekalongan,Indonesia,0,0,0,0,4.0,0.0,0,0
408,Cyril,Male,50,34,84,0.0,119,0,Sales Associate,Whisky,Colville,Punjab University College of Information Tecnology,,0,0,0,0,0.0,0.0,0,0
409,Shandee,Female,20,42,62,0.0,109,1,Design Engineer,,Pueblo,Ludwik Solski State Academy of Theatre in Cracow,Poland,0,0,0,0,5.0,0.0,0,0
410,Dulcy,Female,35,14,49,0.0,105,0,Software Engineer III,Myers-Briggs Certified,Polynesian,Saint Paul University,,0,Monthly,0,0,0.0,1.0,0,0
411,Sanson,Male,17,19,36,0.0,118,1,Marketing Assistant,MPE,Central American,Angkor University,Cambodia,Once,0,0,0,9.0,12.0,0,0
412,Augustine,Male,28,15,43,0.0,123,0,Social Worker,MDA,Cambodian,Universidad Regional Miguel Hidalgo,Mexico,0,0,0,0,9.0,5.0,0,0
413,Patton,Male,35,41,76,0.0,129,0,Registered Nurse,UF/DF,Filipino,Harbin University of Science and Technology,China,Once,0,0,0,3.0,7.0,0,0
414,Walliw,Female,31,38,69,1.0,122,0,GIS Technical Architect,PDS,Alaskan Athabascan,Universitas Tarumanagara,Indonesia,0,0,0,0,0.0,5.0,0,0
415,Waite,Male,22,17,39,0.0,125,0,Software Engineer II,MBOX,Creek,Universidad Autónoma de Chapingo,Mexico,0,Weekly,0,0,14.0,0.0,0,0
416,Alena,Female,32,34,66,0.0,116,0,Senior Sales Associate,,Ecuadorian,China Three Gorges University,China,0,0,0,0,0.0,0.0,0,0
417,Pinchas,Male,25,34,59,0.0,106,1,Environmental Specialist,Zombies,Apache,University of Sri Jayawardenapura,Sri Lanka,0,Often,0,0,5.0,2.0,0,0
418,Billy,Female,32,28,60,0.0,105,1,Cost Accountant,FGD,Osage,Universidade de Santo Amaro,Brazil,0,Once,0,0,5.0,0.0,0,0
419,Robin,Male,27,30,57,0.0,109,1,Analyst Programmer,,Salvadoran,Instituto Superior de Línguas e Administração,,0,Once,0,0,2.0,2.0,0,0
420,Leroi,Male,40,41,81,0.0,99,1,Engineer IV,For Sale By Owner,Micronesian,Kushiro Public University of Economics,Japan,0,0,0,0,7.0,0.0,0,0
421,Caesar,Male,40,-5,35,0.0,127,0,Human Resources Assistant III,Screening,Guatemalan,Universidad Nacional de Entre Ríos,Argentina,0,Yearly,0,0,6.0,6.0,0,0
422,Putnem,Male,33,37,70,0.0,117,0,Structural Analysis Engineer,Zen,Sri Lankan,Cevro Institut College,Czech Republic,Never,Daily,0,0,6.0,1.0,0,0
423,Tarah,Female,34,55,89,0.0,82,1,,,Cherokee,,,Never,Yearly,0,0,9.0,4.0,0,0
424,Beck,Male,28,36,64,0.0,120,1,GIS Technical Architect,Latin America,Creek," Akanu Ibiam Federal Polytechnic, Unwana",Nigeria,0,Monthly,0,0,4.0,10.0,0,0
425,Land,Male,24,31,55,0.0,104,1,Analog Circuit Design manager,Visual Merchandising,Cree,Chengdu University,,0,0,0,0,3.0,0.0,0,0
426,Yule,Male,29,35,64,1.0,110,0,VP Accounting,Special Education,Central American,East China Normal University,China,Often,Seldom,0,0,0.0,6.0,0,0
427,Coleen,Female,35,38,73,0.0,104,0,Graphic Designer,SSEP,Tongan,Hunan Normal University,China,0,0,0,1,2.0,7.0,0,0
428,Denver,Male,43,53,96,0.0,114,1,Technical Writer,CVE,Sri Lankan,Leyte Normal University,Philippines,Often,0,0,0,0.0,7.0,0,0
429,Jilly,Female,26,28,54,0.0,106,0,VP Accounting,Events Organisation,Cheyenne,I.M. Sechenov Moscow Medical Academy,,0,0,0,0,9.0,1.0,0,0
430,Annadiana,Female,34,29,63,0.0,95,0,VP Accounting,,Blackfeet,China University of Geoscience Beijing,,Weekly,0,0,0,0.0,5.0,0,0
431,Chet,Male,43,26,69,0.0,108,1,Help Desk Technician,OSHA Certified,Taiwanese,Mongolian University of Science and Technology,,Often,0,0,0,4.0,9.0,0,0
432,Rosalind,Female,23,28,51,0.0,126,1,Senior Cost Accountant,Lightroom,Costa Rican,Universitas HKBP Nommensen,,0,Weekly,0,0,6.0,6.0,0,0
433,Leonid,Male,14,34,48,0.0,109,0,Associate Professor,Yellow Belt,Black or African American,Xiangtan University,China,Monthly,Seldom,0,0,0.0,0.0,0,0
434,Scotty,Male,21,35,56,0.0,93,0,Desktop Support Technician,ASP.NET MVC,Chilean,,North Korea,Once,0,0,0,2.0,14.0,0,0
435,Forbes,Male,20,40,60,0.0,97,1,Staff Accountant IV,,Malaysian,University of Priština,Serbia,0,0,0,0,9.0,0.0,1,0
436,Spence,Male,27,11,38,0.0,105,1,Safety Technician II,XPages,Chilean,Nkumba University,,Seldom,Never,0,0,0.0,2.0,0,0
437,Nadya,Female,29,64,93,0.0,111,1,Web Developer IV,,White,Politeknik Negeri Sambas,Indonesia,Monthly,0,0,0,0.0,0.0,0,0
438,Penny,Female,30,41,71,0.0,102,1,Tax Accountant,RSVP-TE,Bangladeshi,Universidade Santa Úrsula,Brazil,0,0,0,0,0.0,0.0,0,0
439,Godard,Male,39,23,62,0.0,117,0,Desktop Support Technician,HBDI,Cree,,Indonesia,Seldom,Weekly,0,1,10.0,0.0,0,0
440,Tommy,Female,22,23,45,0.0,105,1,Paralegal,E-commerce,Peruvian,,Philippines,0,Weekly,0,0,0.0,3.0,0,0
441,Maggie,Female,50,7,57,0.0,129,0,Physical Therapy Assistant,Blueprint Reading,Alaska Native,Universitas Sanata Dharma,,0,Weekly,0,0,1.0,0.0,0,0
442,Lovell,Male,46,36,82,0.0,117,1,Geologist I,Target Costing,Puget Sound Salish,Ecole Centrale de Nantes,France,0,Never,0,0,0.0,0.0,0,0
443,Clem,Male,26,39,65,0.0,116,1,Librarian,,Iroquois,Universitas Haluoleo,Indonesia,0,0,0,0,3.0,2.0,0,0
444,Darby,Female,48,18,66,0.0,132,0,Director of Sales,XML,Asian Indian,,Brazil,0,Daily,0,0,6.0,0.0,0,0
445,Celle,Female,22,40,62,0.0,103,0,Web Designer IV,HTA,Guamanian,,Bangladesh,Monthly,Often,0,0,6.0,9.0,0,0
446,Gunar,Male,28,40,68,0.0,112,1,VP Product Management,Microsoft Excel,Chilean,,China,0,0,0,0,10.0,0.0,0,0
447,Adolpho,Male,24,30,54,0.0,87,1,Safety Technician II,,Colombian,Gonabad University of Medical Sciences,,0,Monthly,0,0,0.0,3.0,0,0
448,Liliane,Female,31,7,38,0.0,107,1,Human Resources Manager,CX,Black or African American,Pan-African University,Nigeria,Daily,Daily,0,0,1.0,12.0,0,0
449,Jolene,Female,28,22,50,0.0,112,1,Recruiting Manager,UART,Malaysian,Universidad de Aquino Bolivia,Bolivia,0,0,0,0,9.0,3.0,0,0
450,Newton,Male,28,18,46,0.0,107,1,Dental Hygienist,OMB Circular A-133,Chickasaw,University of Helsinki,,0,Seldom,0,0,4.0,6.0,0,0
451,Jacinda,Female,40,3,43,0.0,120,1,Professor,PnL,Blackfeet,,Argentina,0,Weekly,0,0,3.0,9.0,0,0
452,Bordy,Male,30,23,53,0.0,88,0,,DC Power,Costa Rican,Uppsala University,Sweden,0,0,0,0,0.0,7.0,0,0
453,Engelbert,Male,46,51,97,0.0,117,1,,JMX,Costa Rican,,Japan,Once,0,0,0,4.0,7.0,0,0
454,Parsifal,Male,24,26,50,0.0,117,1,Budget/Accounting Analyst III,Amazon EBS,Indonesian,Tianjin Academy of Fine Art,China,0,Monthly,0,0,1.0,0.0,0,0
455,Natasha,Female,12,29,41,0.0,103,1,Human Resources Manager,BTS,Cambodian,Massachusetts College of Liberal Arts,United States,0,0,0,0,0.0,4.0,0,0
456,Issi,Female,33,39,72,0.0,109,0,Senior Cost Accountant,SQL DB2,Sri Lankan,Universidad Cristóbal Colón,Mexico,0,0,0,0,10.0,7.0,0,0
457,Karita,Female,15,27,42,0.0,115,0,Analyst Programmer,ATLS,Pueblo,Chengdu University,,0,Daily,0,0,0.0,0.0,0,0
458,Violante,Female,24,41,65,0.0,110,1,Recruiter,,Chinese,Universidad Nacional de La Plata,Argentina,0,Once,0,0,0.0,1.0,0,0
459,Kip,Male,44,39,83,0.0,96,0,Automation Specialist III,Poka Yoke,Cree,Universitas Trilogi,Indonesia,0,0,0,0,1.0,9.0,0,0
460,Rodger,Male,45,20,65,0.0,96,0,Assistant Media Planner,CNC Programming,Chinese,,Norway,0,0,0,1,8.0,4.0,0,0
461,Alvina,Female,20,8,28,0.0,118,0,Web Developer III,RFQ Development,Guamanian,Mongolian State University of Arts and Culture,Mongolia,0,Daily,0,0,2.0,1.0,0,0
462,Christiano,Male,21,39,60,0.0,120,1,Developer III,Church Growth,Puget Sound Salish,,Portugal,0,0,0,0,1.0,0.0,0,0
463,Hunfredo,Male,12,41,53,0.0,121,0,Physical Therapy Assistant,AU,Blackfeet,Fundação Educacional de Ituverava,,Often,Once,0,1,4.0,0.0,0,0
464,Matthew,Male,50,42,92,0.0,119,0,General Manager,AJAX Toolkit,Iroquois,Zhejiang University,,Seldom,0,0,1,7.0,0.0,0,0
465,Francklin,Male,28,35,63,0.0,98,0,Product Engineer,Axys,Guatemalan,Chongqing University of Post and Telecommunications,,0,0,0,0,9.0,4.0,0,0
466,Carita,Female,26,12,38,0.0,130,0,Design Engineer,,Thai,,,0,Once,0,0,1.0,12.0,0,0
467,Alasdair,Male,41,31,72,0.0,105,0,,ODC,Fijian,Universidad Nacional de Tumbes,,Yearly,0,0,0,0.0,12.0,0,0
468,Theodoric,Male,42,30,72,0.0,113,1,Physical Therapy Assistant,Graphic Design,Hmong,Ecole Nationale Supérieure des Arts et Industries Textiles,France,0,Daily,0,0,4.0,12.0,0,0
469,Ardelis,Female,27,40,67,0.0,111,0,Human Resources Manager,,Chilean,,Indonesia,Weekly,Never,0,0,0.0,0.0,0,0
470,Marina,Female,27,39,66,0.0,107,0,Research Associate,RLM,Paraguayan,Taraba State University,Nigeria,0,Seldom,0,0,2.0,0.0,0,0
471,Aurora,Female,30,47,77,0.0,130,1,Database Administrator II,RTU,Polynesian,"Institute of Teachers Education, Penang",Malaysia,Seldom,Often,0,0,1.0,5.0,0,0
472,Rogers,Male,43,7,50,0.0,120,0,Registered Nurse,,Japanese,University of West Bohemia,,0,0,0,1,0.0,0.0,0,0
473,Waylen,Male,16,30,46,0.0,95,1,Junior Executive,Quality Improvement,South American,Louisiana State University in Shreveport,United States,0,Seldom,0,0,0.0,0.0,0,0
474,Kimberlyn,Female,29,36,65,0.0,113,0,Recruiter,GWAS,Cheyenne,Bethlehem University,Palestinian Territory,0,Yearly,0,0,1.0,3.0,0,0
475,Tully,Male,28,22,50,0.0,122,0,Technical Writer,,Chickasaw,,Chile,Never,0,0,0,0.0,1.0,0,0
476,Richardo,Male,31,44,75,0.0,93,0,Community Outreach Specialist,,Blackfeet,STMIK Sinar Nusantara,Indonesia,Often,Daily,0,0,7.0,2.0,0,0
477,Waverly,Male,24,42,66,0.0,94,1,Research Assistant III,Brand Awareness,Tohono O'Odham,,China,0,0,0,1,7.0,5.0,0,0
478,Nancy,Female,28,40,68,0.0,87,0,Senior Editor,,Asian,Kyambogo University,Uganda,0,0,0,0,0.0,0.0,0,0
479,Emlynn,Female,14,15,29,1.0,96,0,Nurse,Urdu,Micronesian,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw,Poland,0,0,0,1,9.0,2.0,0,0
480,Buddie,Male,46,28,74,0.0,111,0,Programmer Analyst I,NSIS,Thai,Nanjing University of Aeronautics and Astronautics,,Seldom,0,0,0,0.0,0.0,0,0
481,Ogden,Male,20,22,42,0.0,109,1,Compensation Analyst,Timber,Paiute,University of Johannesburg,South Africa,0,0,0,0,3.0,0.0,0,0
482,Camile,Female,34,26,60,0.0,99,1,Account Coordinator,Mac OS,Ottawa,"Universidad Iberoamericana, Campus León",Mexico,0,0,0,0,2.0,8.0,0,0
483,Morry,Male,12,37,49,0.0,114,0,Dental Hygienist,,Malaysian,Universidade Federal de Ouro Preto,,0,Often,0,0,1.0,5.0,0,0
484,Tiphany,Female,35,39,74,0.0,117,0,Staff Scientist,Rational DOORS,White,Guangdong Polytechnic Normal University,,Weekly,0,0,0,0.0,1.0,0,0
485,Carney,Male,32,40,72,0.0,118,1,Marketing Manager,,Navajo,Capitol University,Philippines,0,0,0,0,5.0,6.0,0,0
486,Adoree,Female,35,28,63,0.0,102,1,GIS Technical Architect,,Chickasaw,Mae Fah Luang University ,Thailand,0,0,0,0,3.0,2.0,0,0
487,Vale,Male,47,42,89,0.0,113,0,Staff Accountant III,Toyota Production System,Ecuadorian,Ivanovo State Power University,,0,0,0,0,9.0,0.0,0,0
488,Adlai,Male,47,32,79,0.0,111,0,Computer Systems Analyst II,Sap Fm,Potawatomi,,Indonesia,Once,0,0,0,7.0,13.0,0,0
489,Elden,Male,42,43,85,0.0,91,0,Automation Specialist IV,,Cambodian,,Sweden,0,Weekly,0,0,0.0,9.0,0,0
490,Grover,Male,16,34,50,0.0,92,1,Office Assistant III,,Potawatomi,Shanxi Normal University,,0,0,0,0,0.0,4.0,0,0
491,Pyotr,Male,25,33,58,0.0,129,0,Database Administrator II,,Iroquois,Institut Teknologi Bandung,Indonesia,0,0,0,0,0.0,0.0,0,0
492,Deane,Female,27,10,37,0.0,100,1,Payment Adjustment Coordinator,,Navajo,,China,Monthly,0,1,0,3.0,5.0,0,0
493,Edwin,Male,9,36,45,0.0,113,1,,,Uruguayan,University of Pardubice,,Monthly,Often,0,0,0.0,14.0,0,0
494,Irina,Female,32,38,70,0.0,97,0,Systems Administrator II,Rational XDE,Lumbee,Heilongjiang Commercial University,China,0,0,0,0,4.0,1.0,0,0
495,Micky,Male,40,32,72,0.0,107,1,Research Assistant IV,Client Aquisition,Pakistani,Universidad Nacional de Tumbes,Peru,0,0,0,0,0.0,0.0,0,0
496,Jaynell,Female,38,37,75,0.0,102,0,Engineer II,Cisco IOS,Paraguayan,Tianjin Normal University,China,Monthly,0,0,0,6.0,0.0,0,0
497,Donielle,Female,33,21,54,0.0,128,0,Tax Accountant,GCF,Yakama,Rhodes University,South Africa,0,0,0,0,0.0,0.0,0,0
498,Monte,Male,21,23,44,0.0,121,0,Systems Administrator III,VPN,Vietnamese,Benguet State University,Philippines,0,0,0,0,3.0,0.0,0,0
499,Jsandye,Female,33,24,57,0.0,108,1,Environmental Specialist,,Ottawa,University of San Carlos,,0,0,0,0,4.0,0.0,0,0
500,Shina,Female,47,35,82,0.0,118,1,Research Assistant IV,OLAP,American Indian and Alaska Native (AIAN),Stockholm University,,0,Never,0,0,9.0,5.0,0,0
501,Joycelin,Female,23,59,82,0.0,107,0,Cost Accountant,Cellular Communications,Samoan,Mendeleev Russian University of Chemical Technology,Russia,0,0,0,0,0.0,1.0,0,0
502,Grazia,Female,25,37,62,0.0,97,1,Clinical Specialist,,Asian Indian,,Poland,Seldom,0,0,0,0.0,0.0,0,0
503,Charline,Female,34,43,77,1.0,115,0,Technical Writer,Kung Fu,Lumbee,Politeknik Negeri Pontianak,Indonesia,Yearly,0,0,1,3.0,0.0,0,0
504,Adelina,Female,34,40,74,0.0,103,0,Mechanical Systems Engineer,Kung Fu,Micronesian,Tianjin University of Finance & Economics,China,0,Never,0,1,0.0,0.0,0,0
505,Mahala,Female,19,24,43,0.0,80,1,Structural Analysis Engineer,,Native Hawaiian and Other Pacific Islander (NHPI),,,0,Yearly,0,0,10.0,10.0,0,0
506,Bruis,Male,29,32,61,1.0,118,1,Senior Editor,AHDL,Asian,,Croatia,Seldom,0,0,0,8.0,0.0,0,0
507,Keelia,Female,49,45,94,1.0,111,1,Financial Advisor,Criminal Law,Panamanian,,Ghana,0,0,0,0,0.0,0.0,0,0
508,Rheba,Female,49,29,78,0.0,127,1,Structural Analysis Engineer,Clinical Psychology,Sioux,Xiamen University,China,0,0,0,0,0.0,9.0,0,0
509,Othilie,Female,27,26,53,0.0,104,0,Computer Systems Analyst II,,Tohono O'Odham,Shenyang Jianzhu University,China,0,0,0,0,3.0,0.0,0,0
510,Tonia,Female,23,34,57,1.0,134,1,Administrative Assistant III,LPIC,Apache,,,0,0,0,0,0.0,3.0,0,0
511,Kris,Female,39,23,62,0.0,103,1,Database Administrator III,,Argentinian,Aleksander Gieysztor School of Humanities in Pultusk,,Daily,0,0,0,1.0,8.0,0,0
